sample_id,dataset,task,question,answer,answers,metadata,has_image
vqav2_502,vqav2,vqav2,What color is the boy's hair in this photo?,blonde,"[""blonde"", ""blonde"", ""blonde"", ""blonde"", ""blonde"", ""blonde"", ""blonde"", ""blonde"", ""orange"", ""blonde""]","{""raw_index"": 502, ""image_id"": ""247788""}",True
vqav2_695,vqav2,vqav2,Is the landing gear of the plane up?,no,"[""no"", ""no"", ""no"", ""yes"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 695, ""image_id"": ""262800""}",True
vqav2_431,vqav2,vqav2,Is the cake mostly eaten?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 431, ""image_id"": ""35677""}",True
vqav2_868,vqav2,vqav2,What's the route number of the bus?,1b,"[""unknown"", ""christchurch"", ""1"", ""1"", ""1b"", ""1b"", ""6"", ""1b"", ""968"", ""1b""]","{""raw_index"": 868, ""image_id"": ""299593""}",True
vqav2_996,vqav2,vqav2,What beverage on the back of the truck?,pepsi,"[""bananas"", ""pepsi"", ""pepsi"", ""pepsi"", ""pepsi"", ""pepsi"", ""pepsi"", ""pepsi"", ""pepsi"", ""pepsi""]","{""raw_index"": 996, ""image_id"": ""416337""}",True
vqav2_480,vqav2,vqav2,What is on the plate?,carrots,"[""carrots"", ""carrots"", ""carrots"", ""carrots"", ""carrots"", ""carrots"", ""carrots"", ""carrots"", ""carrots"", ""carrots""]","{""raw_index"": 480, ""image_id"": ""431464""}",True
vqav2_14,vqav2,vqav2,Is the zebra grazing?,no,"[""yes"", ""no"", ""no"", ""no"", ""no"", ""yes"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 14, ""image_id"": ""223174""}",True
vqav2_645,vqav2,vqav2,Is the door open or closed?,open,"[""open"", ""open"", ""open"", ""closed"", ""open"", ""open"", ""open"", ""open"", ""open"", ""yes""]","{""raw_index"": 645, ""image_id"": ""178064""}",True
vqav2_449,vqav2,vqav2,Is the dog afraid of the horse?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 449, ""image_id"": ""539196""}",True
vqav2_929,vqav2,vqav2,Are the drapes opened or closed?,closed,"[""closed"", ""closed"", ""closed"", ""closed"", ""closed"", ""closed"", ""closed"", ""closed"", ""closed"", ""closed""]","{""raw_index"": 929, ""image_id"": ""211107""}",True
vqav2_91,vqav2,vqav2,What is the child doing?,looking at record,"[""looking record"", ""brushing her teeth"", ""looking at record"", ""looking at record"", ""looking"", ""playing"", ""exploring"", ""holding record"", ""looking at record"", ""looking""]","{""raw_index"": 91, ""image_id"": ""563281""}",True
vqav2_297,vqav2,vqav2,Is the man doing two things at once?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 297, ""image_id"": ""182820""}",True
vqav2_756,vqav2,vqav2,What continent is named on the book spine?,europe,"[""europe"", ""europe"", ""europe"", ""europe"", ""europe"", ""europe"", ""europe"", ""europe"", ""europe"", ""europe""]","{""raw_index"": 756, ""image_id"": ""153040""}",True
vqav2_778,vqav2,vqav2,How many people here are female?,2,"[""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1""]","{""raw_index"": 778, ""image_id"": ""326174""}",True
vqav2_818,vqav2,vqav2,What is the green vegetable on the pizza?,asparagus,"[""asparagus"", ""asparagus"", ""peppers"", ""asparagus"", ""asparagus"", ""asparagus"", ""green beans"", ""pepper"", ""pepper"", ""asparagus""]","{""raw_index"": 818, ""image_id"": ""134811""}",True
vqav2_793,vqav2,vqav2,Is he eating a healthy breakfast?,yes,"[""no"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 793, ""image_id"": ""356424""}",True
vqav2_726,vqav2,vqav2,What is looking at you?,cow,"[""cow"", ""bull"", ""veal"", ""nothing"", ""ox"", ""ox"", ""bull"", ""cow"", ""yak"", ""cow""]","{""raw_index"": 726, ""image_id"": ""325327""}",True
vqav2_176,vqav2,vqav2,What color is the ground?,brown,"[""brown"", ""orange"", ""reddish brown"", ""orange"", ""brown"", ""brown"", ""reddish-brown"", ""brown"", ""orange"", ""orange""]","{""raw_index"": 176, ""image_id"": ""203102""}",True
vqav2_539,vqav2,vqav2,How many knobs are on the stove?,6,"[""6"", ""6"", ""6"", ""6"", ""6"", ""6"", ""6"", ""6"", ""6"", ""6""]","{""raw_index"": 539, ""image_id"": ""111036""}",True
vqav2_402,vqav2,vqav2,What is this man playing?,baseball,"[""baseball"", ""baseball"", ""baseball"", ""baseball"", ""baseball"", ""baseball"", ""baseball"", ""baseball"", ""baseball"", ""baseball""]","{""raw_index"": 402, ""image_id"": ""93725""}",True
vqav2_160,vqav2,vqav2,Is he happy?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 160, ""image_id"": ""474272""}",True
vqav2_979,vqav2,vqav2,What sport is on the TV?,golf,"[""golf"", ""golf"", ""tennis"", ""golf"", ""tennis"", ""golf"", ""fishing"", ""golf"", ""golf"", ""tennis""]","{""raw_index"": 979, ""image_id"": ""120747""}",True
vqav2_310,vqav2,vqav2,Do you think they sell ice cream here?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""yes"", ""no""]","{""raw_index"": 310, ""image_id"": ""442809""}",True
vqav2_261,vqav2,vqav2,Is this in the woods?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 261, ""image_id"": ""85568""}",True
vqav2_707,vqav2,vqav2,Are the boys in a park?,no,"[""no"", ""no"", ""yes"", ""no"", ""no"", ""no"", ""no"", ""yes"", ""no"", ""yes""]","{""raw_index"": 707, ""image_id"": ""531299""}",True
vqav2_197,vqav2,vqav2,How many pictures are on the wall?,3,"[""3"", ""4"", ""3"", ""3"", ""3"", ""3"", ""7"", ""3"", ""4"", ""3""]","{""raw_index"": 197, ""image_id"": ""470909""}",True
vqav2_460,vqav2,vqav2,What type of building can this scene be found in?,hotel,"[""hotel"", ""house"", ""hotel"", ""hotel"", ""hotel"", ""hotel"", ""hotel"", ""house"", ""hotel"", ""apartment""]","{""raw_index"": 460, ""image_id"": ""506943""}",True
vqav2_295,vqav2,vqav2,Is the elephant afraid of the person?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 295, ""image_id"": ""103723""}",True
vqav2_97,vqav2,vqav2,How many people in the picture are wearing glasses?,2,"[""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""]","{""raw_index"": 97, ""image_id"": ""99416""}",True
vqav2_542,vqav2,vqav2,Is there a giraffe pretending to be a tree?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""yes"", ""no"", ""no""]","{""raw_index"": 542, ""image_id"": ""398580""}",True
vqav2_22,vqav2,vqav2,What kind of event is this?,conference,"[""meeting"", ""banquet"", ""wake"", ""conference"", ""dinner"", ""lunch"", ""conference"", ""conference"", ""conference"", ""conference""]","{""raw_index"": 22, ""image_id"": ""356280""}",True
vqav2_533,vqav2,vqav2,Is there snow on the roof?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 533, ""image_id"": ""303439""}",True
vqav2_937,vqav2,vqav2,Is the man wearing footwear?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 937, ""image_id"": ""332292""}",True
vqav2_782,vqav2,vqav2,Is the person in motion?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 782, ""image_id"": ""262873""}",True
vqav2_266,vqav2,vqav2,How many hot dogs are there?,1,"[""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""]","{""raw_index"": 266, ""image_id"": ""534335""}",True
vqav2_690,vqav2,vqav2,What type of top is the woman wearing?,jacket,"[""shawl"", ""purple one"", ""raincoat"", ""jacket"", ""jacket"", ""jacket"", ""jacket"", ""long sleeve"", ""jacket"", ""purple""]","{""raw_index"": 690, ""image_id"": ""424819""}",True
vqav2_275,vqav2,vqav2,How many cars can be seen?,0,"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]","{""raw_index"": 275, ""image_id"": ""472030""}",True
vqav2_568,vqav2,vqav2,Is this a large kitchen?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 568, ""image_id"": ""441522""}",True
vqav2_368,vqav2,vqav2,Is the man riding a bike?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 368, ""image_id"": ""401850""}",True
vqav2_903,vqav2,vqav2,Is this meal served at a table?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 903, ""image_id"": ""258290""}",True
vqav2_377,vqav2,vqav2,What are the white lines for?,parking,"[""parking"", ""parking spaces"", ""outline parking space"", ""parking"", ""parking"", ""car parking"", ""parking"", ""they mark parking spaces"", ""designate parking spots"", ""parking""]","{""raw_index"": 377, ""image_id"": ""153976""}",True
vqav2_343,vqav2,vqav2,What sport is being played in this scene?,baseball,"[""baseball"", ""baseball"", ""football"", ""baseball"", ""baseball"", ""baseball"", ""baseball"", ""football"", ""baseball"", ""baseball""]","{""raw_index"": 343, ""image_id"": ""23893""}",True
vqav2_673,vqav2,vqav2,What color is the lamp?,white,"[""white"", ""silver"", ""white"", ""black and white"", ""gold"", ""white"", ""white"", ""silver"", ""white"", ""white""]","{""raw_index"": 673, ""image_id"": ""156497""}",True
vqav2_186,vqav2,vqav2,Are the stuffed animals bigger than the baby?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 186, ""image_id"": ""114458""}",True
vqav2_952,vqav2,vqav2,Is there any greenery in the scene?,no,"[""yes"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 952, ""image_id"": ""498489""}",True
vqav2_893,vqav2,vqav2,Are these bananas ripe?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 893, ""image_id"": ""360329""}",True
vqav2_524,vqav2,vqav2,What's behind the little girl?,sign,"[""sign"", ""sign"", ""wall"", ""billboard"", ""sign"", ""sign"", ""wall"", ""fence"", ""sign"", ""sign""]","{""raw_index"": 524, ""image_id"": ""191721""}",True
vqav2_487,vqav2,vqav2,Is the lady in front about to hit the ball?,yes,"[""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 487, ""image_id"": ""217936""}",True
vqav2_748,vqav2,vqav2,Who is the author of the book?,stephen colbert,"[""stephen colbert"", ""stephen colbert"", ""stephen colbert"", ""stephen colbert"", ""stephen colbert"", ""stephen colbert"", ""stephen colbert"", ""stephen colbert"", ""stephen colbert"", ""stephen colbert""]","{""raw_index"": 748, ""image_id"": ""303847""}",True
vqav2_513,vqav2,vqav2,What type of ceiling does the room have?,wooden,"[""wooden"", ""thatched"", ""vaulted"", ""na"", ""none"", ""wooden"", ""glass"", ""wood"", ""open beam"", ""exposed""]","{""raw_index"": 513, ""image_id"": ""386559""}",True
vqav2_339,vqav2,vqav2,How many clock faces are there?,2,"[""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""]","{""raw_index"": 339, ""image_id"": ""335132""}",True
vqav2_434,vqav2,vqav2,What is looking out the window?,cat,"[""cat"", ""cat"", ""cat"", ""cat"", ""cat"", ""nothing"", ""cat"", ""cat"", ""cat"", ""cat""]","{""raw_index"": 434, ""image_id"": ""416170""}",True
vqav2_63,vqav2,vqav2,What is on the skateboarders head?,hood,"[""nothing"", ""hood"", ""hood"", ""hood"", ""hoodie"", ""hood"", ""hood"", ""hood"", ""hood"", ""hoodie""]","{""raw_index"": 63, ""image_id"": ""142360""}",True
vqav2_852,vqav2,vqav2,How many skateboards are in the picture?,5,"[""5"", ""2"", ""at least 5"", ""5"", ""5"", ""6"", ""4"", ""5"", ""5"", ""3""]","{""raw_index"": 852, ""image_id"": ""216628""}",True
vqav2_153,vqav2,vqav2,Is this a male or female?,male,"[""male"", ""male"", ""male"", ""male"", ""male"", ""female"", ""male"", ""male"", ""male"", ""male""]","{""raw_index"": 153, ""image_id"": ""24480""}",True
vqav2_259,vqav2,vqav2,What color is the car?,blue,"[""blue"", ""blue"", ""blue"", ""sky blue"", ""blue"", ""blue"", ""blue"", ""purple"", ""blue"", ""blue""]","{""raw_index"": 259, ""image_id"": ""133923""}",True
vqav2_531,vqav2,vqav2,Is the bus parked at pole 21?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 531, ""image_id"": ""128372""}",True
vqav2_711,vqav2,vqav2,What is the man pointing at?,cow,"[""cow"", ""cow"", ""cow"", ""nobody pointing"", ""ahead"", ""cow"", ""cow"", ""nothing"", ""cow"", ""no man pointing""]","{""raw_index"": 711, ""image_id"": ""199516""}",True
vqav2_611,vqav2,vqav2,What pattern in the man's shirt?,solid,"[""solid"", ""stripes"", ""paisley"", ""solid color"", ""floral"", ""floral"", ""solid"", ""paisley"", ""checks"", ""plaid""]","{""raw_index"": 611, ""image_id"": ""411241""}",True
vqav2_888,vqav2,vqav2,Is this surfer experienced?,yes,"[""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""no"", ""no"", ""yes"", ""yes""]","{""raw_index"": 888, ""image_id"": ""375469""}",True
vqav2_206,vqav2,vqav2,What type of jacket is the woman wearing?,trench coat,"[""trench coat"", ""mid-length"", ""tied around jacket"", ""button up"", ""trench coat"", ""raincoat"", ""tan"", ""raincoat"", ""trench coat"", ""trench coat""]","{""raw_index"": 206, ""image_id"": ""81594""}",True
vqav2_356,vqav2,vqav2,What are the green foods?,broccoli,"[""green bean"", ""asparagus and broccoli"", ""green beans, broccoli, spinach"", ""broccoli asparagus"", ""broccoli"", ""broccoli"", ""broccoli"", ""broccoli"", ""broccolini"", ""gai lan""]","{""raw_index"": 356, ""image_id"": ""85914""}",True
vqav2_544,vqav2,vqav2,How many pens are there on the desk?,3,"[""4"", ""0"", ""0"", ""3"", ""6"", ""3"", ""7"", ""5"", ""1"", ""3""]","{""raw_index"": 544, ""image_id"": ""163348""}",True
vqav2_559,vqav2,vqav2,Is this a beach?,yes,"[""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 559, ""image_id"": ""140908""}",True
vqav2_737,vqav2,vqav2,What is the dog doing to the tire?,peeing,"[""peeing"", ""urinating on it"", ""peeing on it"", ""urinating on it"", ""peeing"", ""peeing"", ""peeing"", ""looking"", ""peeing"", ""peeing""]","{""raw_index"": 737, ""image_id"": ""171539""}",True
vqav2_503,vqav2,vqav2,How many boats are there?,10,"[""10"", ""10"", ""10"", ""10"", ""13"", ""10"", ""10"", ""8"", ""20"", ""several""]","{""raw_index"": 503, ""image_id"": ""315432""}",True
vqav2_536,vqav2,vqav2,Is this a passenger train?,yes,"[""no"", ""yes"", ""no"", ""no"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 536, ""image_id"": ""432179""}",True
vqav2_806,vqav2,vqav2,Can you buy Coca-Cola here?,yes,"[""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""no"", ""no"", ""no""]","{""raw_index"": 806, ""image_id"": ""452558""}",True
vqav2_648,vqav2,vqav2,The food is for how many servings?,8,"[""3"", ""6"", ""8"", ""8"", ""3"", ""2"", ""8"", ""12"", ""8"", ""4""]","{""raw_index"": 648, ""image_id"": ""197022""}",True
vqav2_801,vqav2,vqav2,What landmark is this?,big ben,"[""big ben"", ""clock tower"", ""clocktower"", ""clock tower"", ""paris"", ""big ben"", ""big ben"", ""clock tower"", ""clock"", ""big ben""]","{""raw_index"": 801, ""image_id"": ""187901""}",True
vqav2_383,vqav2,vqav2,How many people are standing on their board?,0,"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]","{""raw_index"": 383, ""image_id"": ""486093""}",True
vqav2_985,vqav2,vqav2,What color is the plate?,white,"[""white"", ""white"", ""white"", ""white"", ""white"", ""white"", ""white"", ""white"", ""white"", ""white""]","{""raw_index"": 985, ""image_id"": ""336872""}",True
vqav2_757,vqav2,vqav2,Why is the man wearing black there?,umpire,"[""umpire"", ""because that's what umpires wear"", ""he's umpire"", ""umpire"", ""umpire"", ""uniform"", ""umpire uniform"", ""umpire doesn't wear team uniform"", ""part of uniform"", ""he is umpire""]","{""raw_index"": 757, ""image_id"": ""557977""}",True
vqav2_587,vqav2,vqav2,What are the people eating?,sandwich,"[""1"", ""panini"", ""sandwich"", ""chicken sandwiches"", ""sandwich"", ""sandwich"", ""paninis"", ""sandwich"", ""lunch"", ""panini""]","{""raw_index"": 587, ""image_id"": ""449522""}",True
vqav2_154,vqav2,vqav2,Is this a bathroom?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 154, ""image_id"": ""284365""}",True
vqav2_207,vqav2,vqav2,What is in the air?,snowboarder,"[""snowboarder"", ""man"", ""skier"", ""person"", ""snowboarder"", ""snowboarder"", ""snow"", ""snowboarder"", ""snowboarder"", ""person on snowboard""]","{""raw_index"": 207, ""image_id"": ""393284""}",True
vqav2_280,vqav2,vqav2,What keeps the man's head warm?,hat,"[""hats"", ""2 hats"", ""hat"", ""hat"", ""hat"", ""beanie"", ""2 hats"", ""had"", ""hat"", ""hat""]","{""raw_index"": 280, ""image_id"": ""555461""}",True
vqav2_458,vqav2,vqav2,Which sign is easiest to read?,fourth,"[""bottom"", ""fourth"", ""fourth"", ""bottom sign"", ""second st"", ""bottom"", ""second st"", ""fourth"", ""fourth"", ""bottom""]","{""raw_index"": 458, ""image_id"": ""124983""}",True
vqav2_155,vqav2,vqav2,How many peppermint cans are there?,1,"[""unsure"", ""0"", ""1"", ""0"", ""1"", ""1"", ""0"", ""1"", ""1"", ""0""]","{""raw_index"": 155, ""image_id"": ""580608""}",True
vqav2_856,vqav2,vqav2,Is this a painting?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 856, ""image_id"": ""527022""}",True
vqav2_107,vqav2,vqav2,What color is the woman's visor?,yellow,"[""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow""]","{""raw_index"": 107, ""image_id"": ""108651""}",True
vqav2_447,vqav2,vqav2,Is it daytime?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 447, ""image_id"": ""305799""}",True
vqav2_472,vqav2,vqav2,How did the bird come to sit here?,trained,"[""he flew"", ""flew"", ""by trainer"", ""glove"", ""trained"", ""flight"", ""trust"", ""trained"", ""fly"", ""training""]","{""raw_index"": 472, ""image_id"": ""62549""}",True
vqav2_916,vqav2,vqav2,How many planes?,1,"[""2"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1""]","{""raw_index"": 916, ""image_id"": ""263758""}",True
vqav2_600,vqav2,vqav2,Are these real animals?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 600, ""image_id"": ""380106""}",True
vqav2_335,vqav2,vqav2,"Does the sign say ""hot""?",yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 335, ""image_id"": ""34417""}",True
vqav2_164,vqav2,vqav2,What gaming system is the girl playing?,wii,"[""wii"", ""wii"", ""wii"", ""wii"", ""wii"", ""controls"", ""wii"", ""wii"", ""wii"", ""wii""]","{""raw_index"": 164, ""image_id"": ""355179""}",True
vqav2_987,vqav2,vqav2,How can you tell if this computer has been dropped before?,no,"[""no"", ""no"", ""no"", ""dents"", ""it's clean"", ""i can't"", ""can't"", ""no"", ""no"", ""cracked screen""]","{""raw_index"": 987, ""image_id"": ""257767""}",True
